no,bookId,subject,category,ytTitle,description,hashtags,deeplink,videoUrl,coverUrl
"1","1773716818847","기가노토사우루스","nature-dino","기가노토사우루스, 티라노보다 더 큰 공룡이 있었다고요? 🦖 #Shorts","티라노보다 더 큰 공룡이 있었다고요?

이름은 '남쪽의 거대한 도마뱀'. 티라노사우루스보다 몸길이가 더 길었던, 역사상 가장 큰 육식 공룡 중 하나예요. 머리뼈만 사람 키만큼 컸고, 칼날처럼 얇고 날카로운 이빨로 살점을 쓱쓱 베어냈죠. 거대한 초식 공룡을 무리 지어 사냥하기도 했어요.

📖 방금 본 「기가노토사우루스」, 그림책으로 바로 보기 👇
https://www.tangobook.co.kr/library/1773716818847/about
탱고북 — 7일 무료 체험 · 광고 없음  (tangobook.co.kr)

탱고북은 AI로 양산하지 않고 큐레이션한 명작·자연관찰 동화 플랫폼이에요.
같은 동화를 그림체 여러 종으로, 한국어·영어로 만나고, 어휘 게임으로 익혀요.

#기가노토사우루스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","#기가노토사우루스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","https://www.tangobook.co.kr/library/1773716818847/about","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773716818847-1784167696573.mp4","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773716818847-thumb-1784167698023.png"
"2","1773728963112","디플로도쿠스","nature-dino","세상에서 가장 긴 공룡, 디플로도쿠스는 얼마나 길었을까요? 🦖 #Shorts","세상에서 가장 긴 공룡, 디플로도쿠스는 얼마나 길었을까요?

이름은 '두 개의 들보'라는 뜻이에요. 꼬리는 80개가 넘는 뼈로 이루어진 세상에서 가장 긴 채찍이라, 휘둘러 적을 위협했죠. 빗처럼 생긴 앞니로 나뭇잎을 훑어 먹었고, 목뼈 속은 텅 빈 공기 주머니로 가득해 그 긴 목도 가볍게 움직였대요.

📖 방금 본 「디플로도쿠스」, 그림책으로 바로 보기 👇
https://www.tangobook.co.kr/library/1773728963112/about
탱고북 — 7일 무료 체험 · 광고 없음  (tangobook.co.kr)

탱고북은 AI로 양산하지 않고 큐레이션한 명작·자연관찰 동화 플랫폼이에요.
같은 동화를 그림체 여러 종으로, 한국어·영어로 만나고, 어휘 게임으로 익혀요.

#디플로도쿠스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","#디플로도쿠스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","https://www.tangobook.co.kr/library/1773728963112/about","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773728963112-1784167791714.mp4","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773728963112-thumb-1784167793215.png"
"3","1773912904434","람포린쿠스","nature-dino","쥐라기 하늘의 멋쟁이 사냥꾼, 람포린쿠스를 아나요? 🦖 #Shorts","쥐라기 하늘의 멋쟁이 사냥꾼, 람포린쿠스를 아나요?

이름은 '부리 주둥이'라는 뜻이에요. 몸보다 훨씬 긴 꼬리 끝에 마름모 모양 판이 달려 날 때 방향을 잡았죠. 엇갈린 뾰족한 이빨로 미끄러운 물고기를 꽉 붙잡고, 바다 위를 날다 물속으로 머리를 넣어 사냥하는 표면 사냥꾼이었대요.

📖 방금 본 「람포린쿠스」, 그림책으로 바로 보기 👇
https://www.tangobook.co.kr/library/1773912904434/about
탱고북 — 7일 무료 체험 · 광고 없음  (tangobook.co.kr)

탱고북은 AI로 양산하지 않고 큐레이션한 명작·자연관찰 동화 플랫폼이에요.
같은 동화를 그림체 여러 종으로, 한국어·영어로 만나고, 어휘 게임으로 익혀요.

#람포린쿠스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","#람포린쿠스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","https://www.tangobook.co.kr/library/1773912904434/about","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773912904434-1784167886156.mp4","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773912904434-thumb-1784167887614.png"
"4","1773896866516","마이아사우라","nature-dino","마이아사우라, '좋은 어머니'라는 이름을 가진 공룡이 있다고요? 🦖 #Shorts","'좋은 어머니'라는 이름을 가진 공룡이 있다고요?

마이아사우라는 '좋은 어머니 도마뱀'이라는 뜻이에요. 공룡 중 처음으로 새끼를 돌본 증거가 발견됐죠. 둥근 흙 언덕에 둥지를 만들어 알을 따뜻하게 지켰고, 새끼가 걸을 수 있을 때까지 먹이를 물어다 주며 정성껏 길렀대요.

📖 방금 본 「마이아사우라」, 그림책으로 바로 보기 👇
https://www.tangobook.co.kr/library/1773896866516/about
탱고북 — 7일 무료 체험 · 광고 없음  (tangobook.co.kr)

탱고북은 AI로 양산하지 않고 큐레이션한 명작·자연관찰 동화 플랫폼이에요.
같은 동화를 그림체 여러 종으로, 한국어·영어로 만나고, 어휘 게임으로 익혀요.

#마이아사우라 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","#마이아사우라 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","https://www.tangobook.co.kr/library/1773896866516/about","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773896866516-1784167980772.mp4","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773896866516-thumb-1784167982369.png"
"5","1773721368077","바리오닉스","nature-dino","바리오닉스, 30cm짜리 거대한 발톱을 가진 공룡을 아나요? 🦖 #Shorts","30cm짜리 거대한 발톱을 가진 공룡을 아나요?

바리오닉스는 '무거운 발톱'이라는 뜻이에요. 앞발의 엄지발톱이 30cm나 되어 먹이를 낚아챘죠. 악어처럼 길고 끝이 굽은 주둥이에 96개의 날카로운 이빨이 있었고, 곰처럼 강가에서 기다리다 지나가는 물고기를 앞발톱으로 휙 낚아챘대요.

📖 방금 본 「바리오닉스」, 그림책으로 바로 보기 👇
https://www.tangobook.co.kr/library/1773721368077/about
탱고북 — 7일 무료 체험 · 광고 없음  (tangobook.co.kr)

탱고북은 AI로 양산하지 않고 큐레이션한 명작·자연관찰 동화 플랫폼이에요.
같은 동화를 그림체 여러 종으로, 한국어·영어로 만나고, 어휘 게임으로 익혀요.

#바리오닉스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","#바리오닉스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","https://www.tangobook.co.kr/library/1773721368077/about","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773721368077-1784168077612.mp4","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773721368077-thumb-1784168079319.png"
"6","1773720291702","벨로키라프토르","nature-dino","벨로키라프토르, 영화 속 랩터, 사실은 깃털이 있었대요? 🦖 #Shorts","영화 속 랩터, 사실은 깃털이 있었대요?

이름은 '날쌘 도둑'. 생각보다 작아서 키는 칠면조만 했지만, 온몸이 깃털로 덮여 있었어요. 뒷발엔 낫처럼 구부러진 갈고리발톱이 무기였고, 뼛속이 새처럼 비어 있어 소리 없이 빠르게 움직였죠. 오늘날의 매·독수리와 아주 닮았어요.

📖 방금 본 「벨로키라프토르」, 그림책으로 바로 보기 👇
https://www.tangobook.co.kr/library/1773720291702/about
탱고북 — 7일 무료 체험 · 광고 없음  (tangobook.co.kr)

탱고북은 AI로 양산하지 않고 큐레이션한 명작·자연관찰 동화 플랫폼이에요.
같은 동화를 그림체 여러 종으로, 한국어·영어로 만나고, 어휘 게임으로 익혀요.

#벨로키라프토르 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","#벨로키라프토르 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","https://www.tangobook.co.kr/library/1773720291702/about","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773720291702-1784168171584.mp4","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773720291702-thumb-1784168173128.png"
"7","1773728203238","브라키오사우루스","nature-dino","브라키오사우루스, 목이 건물 4층만큼 긴 공룡이 있었어요! 🦖 #Shorts","목이 건물 4층만큼 긴 공룡이 있었어요!

이름은 '팔 도마뱀' — 앞다리가 뒷다리보다 길어요. 긴 목으로 4층 높이 나뭇잎도 먹었고, 몸무게는 코끼리 열 마리를 합친 것만큼 무거웠죠. 높은 머리까지 피를 보내려고 심장이 아주 크고 힘셌대요.

📖 방금 본 「브라키오사우루스」, 그림책으로 바로 보기 👇
https://www.tangobook.co.kr/library/1773728203238/about
탱고북 — 7일 무료 체험 · 광고 없음  (tangobook.co.kr)

탱고북은 AI로 양산하지 않고 큐레이션한 명작·자연관찰 동화 플랫폼이에요.
같은 동화를 그림체 여러 종으로, 한국어·영어로 만나고, 어휘 게임으로 익혀요.

#브라키오사우루스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","#브라키오사우루스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","https://www.tangobook.co.kr/library/1773728203238/about","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773728203238-1784168268094.mp4","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773728203238-thumb-1784168270871.png"
"8","1773891332232","스테고사우루스","nature-dino","등에 지붕을 얹은 듯한 공룡, 스테고사우루스를 아나요? 🦖 #Shorts","등에 지붕을 얹은 듯한 공룡, 스테고사우루스를 아나요?

이름은 '지붕 도마뱀'이라는 뜻이에요. 등에 솟은 골판은 가장 큰 것이 사람 키보다 컸고, 두 줄로 엇갈리게 나 있었죠. 꼬리 끝에는 날카로운 가시 4개가 달려, 사냥꾼 알로사우루스의 뼈를 뚫은 화석이 발견되기도 했대요.

📖 방금 본 「스테고사우루스」, 그림책으로 바로 보기 👇
https://www.tangobook.co.kr/library/1773891332232/about
탱고북 — 7일 무료 체험 · 광고 없음  (tangobook.co.kr)

탱고북은 AI로 양산하지 않고 큐레이션한 명작·자연관찰 동화 플랫폼이에요.
같은 동화를 그림체 여러 종으로, 한국어·영어로 만나고, 어휘 게임으로 익혀요.

#스테고사우루스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","#스테고사우루스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","https://www.tangobook.co.kr/library/1773891332232/about","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773891332232-1784168367796.mp4","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773891332232-thumb-1784168369451.png"
"9","1773739930242","스티라코사우루스","nature-dino","가시 왕관을 쓴 듯한 공룡, 스티라코사우루스를 아나요? 🦖 #Shorts","가시 왕관을 쓴 듯한 공룡, 스티라코사우루스를 아나요?

이름은 '가시가 있는 도마뱀'이라는 뜻이에요. 머리 뒤 프릴에 길고 날카로운 가시들이 솟아 마치 가시 울타리 같아, 무서운 포식자도 함부로 덤비지 못했죠. 코 위에는 길고 튼튼한 뿔이 하나 있었고, 수백 마리씩 떼를 지어 살았대요.

📖 방금 본 「스티라코사우루스」, 그림책으로 바로 보기 👇
https://www.tangobook.co.kr/library/1773739930242/about
탱고북 — 7일 무료 체험 · 광고 없음  (tangobook.co.kr)

탱고북은 AI로 양산하지 않고 큐레이션한 명작·자연관찰 동화 플랫폼이에요.
같은 동화를 그림체 여러 종으로, 한국어·영어로 만나고, 어휘 게임으로 익혀요.

#스티라코사우루스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","#스티라코사우루스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","https://www.tangobook.co.kr/library/1773739930242/about","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773739930242-1784168465471.mp4","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773739930242-thumb-1784168467077.png"
"10","1773720828930","스피노사우루스","nature-dino","등에 커다란 돛을 세운 공룡, 스피노사우루스를 아나요? 🦖 #Shorts","등에 커다란 돛을 세운 공룡, 스피노사우루스를 아나요?

이름은 '가시 도마뱀'이라는 뜻이에요. 등에 솟은 돛은 사람 키보다 높았죠. 악어처럼 길쭉한 입과 콧구멍이 머리 위에 있어 물에 머리를 담그고도 숨을 쉬었고, 노처럼 넓적한 꼬리를 좌우로 흔들며 물속을 헤엄쳐 사냥했대요.

📖 방금 본 「스피노사우루스」, 그림책으로 바로 보기 👇
https://www.tangobook.co.kr/library/1773720828930/about
탱고북 — 7일 무료 체험 · 광고 없음  (tangobook.co.kr)

탱고북은 AI로 양산하지 않고 큐레이션한 명작·자연관찰 동화 플랫폼이에요.
같은 동화를 그림체 여러 종으로, 한국어·영어로 만나고, 어휘 게임으로 익혀요.

#스피노사우루스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","#스피노사우루스 #공룡 #공룡그림책 #공룡이름 #자연관찰 #탱고북 #유아교육 #그림책 #육아 #Shorts","https://www.tangobook.co.kr/library/1773720828930/about","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773720828930-1784168562071.mp4","https://pub-554d78bf0f2346cfb850060ac23280a7.r2.dev/mkt/41560119-7751-46f0-9015-d24eaf4cc62e/reels/1773720828930-thumb-1784168563583.png"
